index,node1,node2,predicted laybel,probability laybel,node1-name,node2-name
548339,659,7276,1,0.9115002056766763,a_2144,p_42152
548347,659,6057,1,0.9115002056766763,a_2144,p_14135
548353,659,6886,1,0.9115002056766763,a_2144,p_28912
548408,659,7893,1,0.9115002056766763,a_2144,p_6461
548428,659,1535,1,0.9115002056766763,a_2144,a_31070
548441,659,6783,1,0.9115002056766763,a_2144,p_26797
548505,659,8852,1,0.9115002056766763,a_2144,p_94530
548506,659,8037,1,0.9115002056766763,a_2144,p_69761
548512,659,7630,1,0.9115002056766763,a_2144,p_56075
548516,659,8265,1,0.9115002056766763,a_2144,p_76948
548527,659,7647,1,0.9115002056766763,a_2144,p_56691
548534,659,8570,1,0.9115002056766763,a_2144,p_87580
548550,659,8564,1,0.9115002056766763,a_2144,p_87490
548551,659,8113,1,0.9115002056766763,a_2144,p_71333
548564,659,8815,1,0.9115002056766763,a_2144,p_93602
548595,659,7958,1,0.9115002056766763,a_2144,p_67552
548626,659,8763,1,0.9115002056766763,a_2144,p_92004
548652,659,6505,1,0.9115002056766763,a_2144,p_22774
548667,659,8366,1,0.9115002056766763,a_2144,p_80231
548671,659,8929,1,0.9115002056766763,a_2144,p_97029
548675,659,8584,1,0.9115002056766763,a_2144,p_87781
548685,659,8739,1,0.9115002056766763,a_2144,p_91211
548704,659,7335,1,0.9115002056766763,a_2144,p_44082
548730,659,8244,1,0.9015002056766764,a_2144,p_75885
548759,659,7912,1,0.9115002056766763,a_2144,p_65626
548761,659,7615,1,0.9115002056766763,a_2144,p_55635
548768,659,7569,1,0.9115002056766763,a_2144,p_54140
548792,659,7838,1,0.9115002056766763,a_2144,p_62586
548795,659,7378,1,0.9115002056766763,a_2144,p_45528
548811,659,8155,1,0.9115002056766763,a_2144,p_72732
548815,659,8537,1,0.9115002056766763,a_2144,p_86791
548831,659,8502,1,0.9115002056766763,a_2144,p_85522
548847,659,8854,1,0.9115002056766763,a_2144,p_94534
548850,659,7853,1,0.9115002056766763,a_2144,p_63275
548868,659,8201,1,0.9115002056766763,a_2144,p_74165
548879,659,7570,1,0.9115002056766763,a_2144,p_54142
548901,659,8428,1,0.9115002056766763,a_2144,p_81691
548909,659,8550,1,0.9013002056766762,a_2144,p_87
548919,659,6865,1,0.9115002056766763,a_2144,p_28378
548953,659,8543,1,0.9115002056766763,a_2144,p_86831
548957,659,8710,1,0.9115002056766763,a_2144,p_90503
548965,659,6568,1,0.9115002056766763,a_2144,p_2342
548976,659,8392,1,0.9115002056766763,a_2144,p_80796
548992,659,8720,1,0.9115002056766763,a_2144,p_90792
549007,659,7262,1,0.9115002056766763,a_2144,p_415
549040,659,7749,1,0.9015002056766764,a_2144,p_5974
631113,6662,3853,1,0.9601365257411274,p_24809,a_67681
643503,6801,3853,1,0.9601045534492867,p_26966,a_67681
646578,7489,3853,1,0.9272374282134337,p_51556,a_67681
710993,6309,3853,1,0.9008404206151159,p_19,a_67681
780068,6549,3853,1,0.9601045534492867,p_23170,a_67681
794943,6538,3853,1,0.9272374282134337,p_23054,a_67681
796674,7547,3853,1,0.9288812638298719,p_5361,a_67681
801032,3853,7340,1,0.9106404206151157,a_67681,p_44164
801053,3853,6511,1,0.9272374282134337,a_67681,p_22861
801055,3853,6062,1,0.9601045534492867,a_67681,p_14210
801072,3853,6907,1,0.9272374282134337,a_67681,p_29282
801078,3853,6169,1,0.9601045534492867,a_67681,p_16037
801133,3853,6679,1,0.9288812638298719,a_67681,p_25230
801165,3853,6506,1,0.9601045534492867,a_67681,p_22805
801178,3853,6551,1,0.9288812638298719,a_67681,p_23172
801180,3853,7816,1,0.9288812638298719,a_67681,p_61922
801191,3853,6310,1,0.9591684097990983,a_67681,p_190
801204,3853,6664,1,0.9288812638298719,a_67681,p_24857
801248,3853,6742,1,0.9106404206151157,a_67681,p_2610
801259,3853,7130,1,0.9601045534492867,a_67681,p_35810
801264,3853,5754,1,0.9599045534492867,a_67681,p_102397
801274,3853,7436,1,0.9599045534492867,a_67681,p_47981
801279,3853,7150,1,0.9172647009407063,a_67681,p_36877
801281,3853,6548,1,0.9288812638298719,a_67681,p_23169
801290,3853,6320,1,0.9601045534492867,a_67681,p_19159
801291,3853,6328,1,0.9288812638298719,a_67681,p_19246
801296,3853,7411,1,0.9288812638298719,a_67681,p_46991
801297,3853,7820,1,0.9591684097990983,a_67681,p_61993
801311,3853,8260,1,0.9601045534492867,a_67681,p_76642
801346,3853,7255,1,0.9172647009407063,a_67681,p_41129
801355,3853,6848,1,0.9272374282134337,a_67681,p_28170
801365,3853,7987,1,0.9601045534492867,a_67681,p_68300
801376,3853,8278,1,0.9288812638298719,a_67681,p_77835
801380,3853,7734,1,0.9272374282134337,a_67681,p_58872
801417,3853,7784,1,0.9272374282134337,a_67681,p_60772
801420,3853,7985,1,0.9272374282134337,a_67681,p_68266
801462,3853,7042,1,0.9272374282134337,a_67681,p_32225
801480,3853,6666,1,0.9601045534492867,a_67681,p_24890
801519,3853,7490,1,0.9601045534492867,a_67681,p_51681
801526,3853,6176,1,0.9288812638298719,a_67681,p_16107
801535,3853,7632,1,0.9591364375072579,a_67681,p_5612
801536,3853,8274,1,0.9272374282134337,a_67681,p_7760
801560,3853,6971,1,0.9008404206151159,a_67681,p_30629
801569,3853,8723,1,0.9288812638298719,a_67681,p_90945
801620,3853,7283,1,0.9288812638298719,a_67681,p_42451
801626,3853,7368,1,0.9288812638298719,a_67681,p_45172
801638,3853,6238,1,0.9272374282134337,a_67681,p_1741
801640,3853,7927,1,0.9599365257411273,a_67681,p_66244
801651,3853,8525,1,0.9288812638298719,a_67681,p_86220
801659,3853,8714,1,0.9288812638298719,a_67681,p_90648
801726,3853,7326,1,0.9601045534492867,a_67681,p_43912
801729,3853,7103,1,0.9601045534492867,a_67681,p_34621
801734,3853,8143,1,0.9599365257411273,a_67681,p_72008
801736,3853,8649,1,0.9272374282134337,a_67681,p_8912
801770,3853,8258,1,0.9288812638298719,a_67681,p_76589
801810,3853,6450,1,0.9601045534492867,a_67681,p_21972
801817,3853,6922,1,0.9288812638298719,a_67681,p_29579
801837,3853,8789,1,0.9288812638298719,a_67681,p_93
801842,3853,8053,1,0.9591364375072579,a_67681,p_70095
