index,node1,node2,predicted laybel,probability laybel,node1-name,node2-name
107974,2103,661,1,0.8566728058624686,a_41680,a_21462
107980,2103,4200,1,0.8598589895563211,a_41680,a_7381
107981,2103,611,1,0.8549902720745789,a_41680,a_20023
107987,2103,7204,1,0.8514010756194313,a_41680,p_39221
108003,2103,171,1,0.8706952199147375,a_41680,a_11442
108015,2103,2876,1,0.855015747964809,a_41680,a_53852
108019,2103,3632,1,0.8552596616449932,a_41680,a_64440
108029,2103,3026,1,0.8508919114188411,a_41680,a_55717
108030,2103,2847,1,0.8648550987929611,a_41680,a_53265
108052,2103,6122,1,0.868605098792961,a_41680,p_15353
108060,2103,1545,1,0.8719086545637965,a_41680,a_31212
108063,2103,5858,1,0.868605098792961,a_41680,p_12436
108087,2103,3447,1,0.8566728058624686,a_41680,a_61449
108102,2103,6309,1,0.8718592153076411,a_41680,p_19
108103,2103,3505,1,0.8719086545637965,a_41680,a_62178
108112,2103,3877,1,0.8517792537453992,a_41680,a_68050
108113,2103,7221,1,0.8514010756194313,a_41680,p_39627
108117,2103,6124,1,0.8648550987929611,a_41680,p_15391
108122,2103,338,1,0.8648550987929611,a_41680,a_13907
108125,2103,2709,1,0.8556595688630617,a_41680,a_51368
108140,2103,6060,1,0.8514010756194313,a_41680,p_14175
108149,2103,3571,1,0.8718592153076411,a_41680,a_63262
108157,2103,1723,1,0.8566728058624686,a_41680,a_3410
108175,2103,5775,1,0.8718592153076411,a_41680,p_10502
108181,2103,1716,1,0.8618006648038359,a_41680,a_33918
108202,2103,1948,1,0.8618592153076411,a_41680,a_39300
108209,2103,1847,1,0.8610816251266452,a_41680,a_37359
108210,2103,6793,1,0.8514010756194313,a_41680,p_26875
108219,2103,3962,1,0.8553111511811473,a_41680,a_69471
108229,2103,2522,1,0.8566728058624686,a_41680,a_48048
108236,2103,4491,1,0.8648550987929611,a_41680,a_80413
108242,2103,1355,1,0.8698935898130833,a_41680,a_29088
108248,2103,1853,1,0.8566728058624686,a_41680,a_37466
108252,2103,6440,1,0.8514010756194313,a_41680,p_21893
108264,2103,5893,1,0.8719086545637965,a_41680,p_12856
108279,2103,6373,1,0.8514010756194313,a_41680,p_20651
108280,2103,7381,1,0.8514010756194313,a_41680,p_4563
108286,2103,5102,1,0.8719086545637965,a_41680,a_90315
108289,2103,6907,1,0.8718592153076411,a_41680,p_29282
108292,2103,5920,1,0.8719086545637965,a_41680,p_13
108294,2103,6516,1,0.8619086545637965,a_41680,p_22898
108307,2103,199,1,0.863017081464413,a_41680,a_11739
108308,2103,5933,1,0.8514010756194313,a_41680,p_13186
108311,2103,2091,1,0.8581206679651396,a_41680,a_4156
108312,2103,7286,1,0.8718592153076411,a_41680,p_425
108315,2103,6446,1,0.8624112925991548,a_41680,p_21907
108316,2103,2774,1,0.8618592153076411,a_41680,a_52291
108319,2103,6969,1,0.8514010756194313,a_41680,p_30595
108327,2103,8243,1,0.8662615858188956,a_41680,p_75713
108345,2103,3307,1,0.8549902720745789,a_41680,a_59304
108357,2103,697,1,0.8690602564797498,a_41680,a_21988
108362,2103,6434,1,0.8566728058624686,a_41680,p_21868
108369,2103,2987,1,0.8553111511811473,a_41680,a_55229
108371,2103,609,1,0.8618006648038359,a_41680,a_19971
108381,2103,6004,1,0.8718592153076411,a_41680,p_13647
108385,2103,2035,1,0.8568874437410463,a_41680,a_40888
108402,2103,3457,1,0.8690602564797498,a_41680,a_61520
108419,2103,1449,1,0.8517726486690491,a_41680,a_30125
108420,2103,7100,1,0.8719086545637965,a_41680,p_34506
108436,2103,121,1,0.8648550987929611,a_41680,a_10859
108440,2103,3537,1,0.8718592153076411,a_41680,a_62752
108448,2103,394,1,0.8510522608705078,a_41680,a_14586
108449,2103,165,1,0.8644465333516754,a_41680,a_11353
108456,2103,6386,1,0.8514010756194313,a_41680,p_2089
108465,2103,6742,1,0.8718592153076411,a_41680,p_2610
108473,2103,8214,1,0.8719086545637965,a_41680,p_74679
108481,2103,5754,1,0.8514010756194313,a_41680,p_102397
108494,2103,2150,1,0.863017081464413,a_41680,a_4235
108500,2103,7109,1,0.8719086545637965,a_41680,p_34990
108502,2103,1161,1,0.8581206679651396,a_41680,a_27201
108521,2103,8345,1,0.8514010756194313,a_41680,p_79701
108531,2103,8197,1,0.860891099365612,a_41680,p_7412
108532,2103,8303,1,0.8514010756194313,a_41680,p_7868
108536,2103,8045,1,0.866767081464413,a_41680,p_69816
108547,2103,8647,1,0.8514010756194313,a_41680,p_89092
108548,2103,8693,1,0.8719086545637965,a_41680,p_90163
108574,2103,8526,1,0.8718592153076411,a_41680,p_86244
108600,2103,8642,1,0.8514010756194313,a_41680,p_89029
108616,2103,8906,1,0.8718592153076411,a_41680,p_95924
108620,2103,8302,1,0.8514010756194313,a_41680,p_7866
108632,2103,6582,1,0.8514010756194313,a_41680,p_2361
108636,2103,6966,1,0.8618592153076411,a_41680,p_3056
108682,2103,7559,1,0.8719086545637965,a_41680,p_5398
108685,2103,8298,1,0.8514010756194313,a_41680,p_7861
108686,2103,8078,1,0.8514010756194313,a_41680,p_70934
108712,2103,7855,1,0.8514010756194313,a_41680,p_63283
108725,2103,4708,1,0.8581206679651396,a_41680,a_84187
108728,2103,8957,1,0.8514010756194313,a_41680,p_9871
108737,2103,8638,1,0.8718592153076411,a_41680,p_89019
108741,2103,7514,1,0.8514010756194313,a_41680,p_52512
108744,2103,8741,1,0.8514010756194313,a_41680,p_91222
108748,2103,6828,1,0.8719086545637965,a_41680,p_27430
108764,2103,8753,1,0.8514010756194313,a_41680,p_91553
108769,2103,7468,1,0.8718592153076411,a_41680,p_50369
108774,2103,6438,1,0.8648550987929611,a_41680,p_2189
108782,2103,8559,1,0.8514010756194313,a_41680,p_87383
108791,2103,8689,1,0.8514010756194313,a_41680,p_90074
108795,2103,8709,1,0.8514010756194313,a_41680,p_9047
108805,2103,8112,1,0.8514010756194313,a_41680,p_71322
108824,2103,8208,1,0.868605098792961,a_41680,p_74462
108853,2103,7859,1,0.8514010756194313,a_41680,p_63420
108858,2103,4624,1,0.8719086545637965,a_41680,a_8246
108865,2103,6019,1,0.8619086545637965,a_41680,p_13717
108868,2103,8525,1,0.8718592153076411,a_41680,p_86220
108901,2103,8630,1,0.8514010756194313,a_41680,p_88918
108902,2103,8404,1,0.8718592153076411,a_41680,p_81040
108904,2103,7765,1,0.8719086545637965,a_41680,p_5990
108919,2103,8080,1,0.8514010756194313,a_41680,p_70946
108953,2103,8649,1,0.8718592153076411,a_41680,p_8912
108959,2103,7410,1,0.8514010756194313,a_41680,p_46982
108980,2103,7582,1,0.8718592153076411,a_41680,p_5438
109023,2103,8565,1,0.8514010756194313,a_41680,p_87495
109046,2103,8445,1,0.8718592153076411,a_41680,p_8227
109053,2103,8245,1,0.8718592153076411,a_41680,p_75946
109058,2103,7613,1,0.8765092153076409,a_41680,p_5552
110891,7241,2651,1,0.8861222876929697,p_4054,a_5048
116928,6581,3853,1,0.8805306607579123,p_236,a_67681
117025,6581,1732,1,0.8647158936210357,p_236,a_34604
117928,7954,1698,1,0.8622025209634385,p_67322,a_3341
119622,670,3261,1,0.8544295858457082,a_21659,a_58668
119755,670,4070,1,0.851441350061577,a_21659,a_71163
121204,2730,4070,1,0.857043389419416,a_51663,a_71163
125168,6918,1698,1,0.8622025209634385,p_2944,a_3341
126739,6934,1125,1,0.869605098792961,p_29830,a_26923
127161,6934,1732,1,0.860942119389451,p_29830,a_34604
128170,2429,3106,1,0.8573015121620997,a_4686,a_56658
128365,2429,2188,1,0.8605799115545552,a_4686,a_43207
130942,7285,1698,1,0.8548171607150503,p_42489,a_3341
130996,7285,263,1,0.8532959211105193,p_42489,a_12847
131170,7285,2651,1,0.8813042264645596,p_42489,a_5048
131393,7285,3853,1,0.8511692271380632,p_42489,a_67681
131501,7285,3298,1,0.8616564051037366,p_42489,a_59195
132383,3428,1698,1,0.8814334818412475,a_61198,a_3341
132578,3428,659,1,0.8832174559095661,a_61198,a_2144
135457,6378,659,1,0.9115002056766763,p_2074,a_2144
137248,7595,1732,1,0.855176656864519,p_54882,a_34604
138191,2120,263,1,0.8605799115545552,a_41903,a_12847
139881,8164,2188,1,0.8591169672456254,p_72905,a_43207
140024,8164,3853,1,0.8886071552428221,p_72905,a_67681
140121,8164,1732,1,0.8620681372107792,p_72905,a_34604
143774,7196,3843,1,0.8649798882248892,p_39007,a_67502
146645,1854,2087,1,0.8801774658943031,a_37479,a_41515
147294,1854,4179,1,0.8794049713796872,a_37479,a_7341
148294,8005,1125,1,0.8522199810920682,p_69061,a_26923
148619,8005,3853,1,0.9601045534492867,p_69061,a_67681
148716,8005,1732,1,0.8524514625735498,p_69061,a_34604
153878,6292,1698,1,0.8622025209634385,p_18822,a_3341
154004,6292,1125,1,0.8522199810920682,p_18822,a_26923
154329,6292,3853,1,0.9601045534492867,p_18822,a_67681
154426,6292,1732,1,0.8524514625735498,p_18822,a_34604
159685,6412,3106,1,0.8717406967891225,p_216,a_56658
160131,6412,3298,1,0.855354191493376,p_216,a_59195
162413,8049,1698,1,0.8814334818412475,p_69968,a_3341
162539,8049,1125,1,0.8509533144254017,p_69968,a_26923
162641,8049,2651,1,0.8698552664163741,p_69968,a_5048
162735,8049,1926,1,0.8591169672456254,p_69968,a_38939
162972,8049,3298,1,0.8659032583654771,p_69968,a_59195
163886,3826,263,1,0.8532959211105193,a_67263,a_12847
164140,3826,2188,1,0.8605766629120373,a_67263,a_43207
164391,3826,3298,1,0.8616564051037366,a_67263,a_59195
167982,3078,3843,1,0.8569263283116599,a_56300,a_67502
167990,3078,2087,1,0.8750049713796872,a_56300,a_41515
168467,3078,2489,1,0.8540644585795747,a_56300,a_47531
169882,6385,2489,1,0.8516223395472095,p_20836,a_47531
170912,6759,1698,1,0.8622025209634385,p_26572,a_3341
171140,6759,2651,1,0.8861222876929697,p_26572,a_5048
173802,3843,1978,1,0.8569263283116599,a_67502,a_39748
174342,3843,7394,1,0.851320349534252,a_67502,p_46170
174392,3843,3306,1,0.880237788623328,a_67502,a_593
174449,3843,3712,1,0.8569263283116599,a_67502,a_65607
174582,3843,4412,1,0.8614197101731859,a_67502,a_79014
174926,3843,2954,1,0.8565239779384151,a_67502,a_54954
174986,3843,7488,1,0.8579681833138619,a_67502,p_51524
176899,5851,243,1,0.8631836433158737,p_12091,a_12569
176942,5851,2489,1,0.8665522248980149,p_12091,a_47531
177236,5851,2965,1,0.8510533978568782,p_12091,a_55016
179603,6222,2651,1,0.8961222876929698,p_16607,a_5048
180977,5863,659,1,0.9115002056766763,p_12658,a_2144
183593,7095,1698,1,0.8622025209634385,p_34357,a_3341
183719,7095,1125,1,0.8522199810920682,p_34357,a_26923
184044,7095,3853,1,0.9601045534492867,p_34357,a_67681
184141,7095,1732,1,0.8524514625735498,p_34357,a_34604
185525,2087,569,1,0.8554118526094102,a_41515,a_18138
185641,2087,4662,1,0.8765839187481084,a_41515,a_8333
185797,2087,2268,1,0.880567460866651,a_41515,a_44683
187802,7889,1698,1,0.8622025209634385,p_64446,a_3341
187928,7889,1125,1,0.8522199810920682,p_64446,a_26923
187997,7889,659,1,0.8932699246582598,p_64446,a_2144
188350,7889,1732,1,0.8524514625735498,p_64446,a_34604
207520,3517,659,1,0.9015002056766764,a_6251,a_2144
211934,6264,3853,1,0.9272374282134337,p_1829,a_67681
212042,6264,3298,1,0.8659032583654771,p_1829,a_59195
214572,6457,1926,1,0.8591169672456254,p_220,a_38939
214701,6457,3853,1,0.9272374282134337,p_220,a_67681
214809,6457,3298,1,0.8659032583654771,p_220,a_59195
221480,970,476,1,0.854875468256106,a_25045,a_15749
221848,970,394,1,0.8530879262804056,a_25045,a_14586
229451,3049,263,1,0.8529299115545552,a_55956,a_12847
233702,8084,659,1,0.9115002056766763,p_70954,a_2144
235326,6367,3853,1,0.8962978536025469,p_20616,a_67681
236798,2241,4179,1,0.8809949773013817,a_44183,a_7341
239027,7711,263,1,0.8532959211105193,p_5837,a_12847
239086,7711,3106,1,0.8537336513132493,p_5837,a_56658
239201,7711,2651,1,0.8813042264645596,p_5837,a_5048
239424,7711,3853,1,0.8511692271380632,p_5837,a_67681
240788,7320,3853,1,0.8962978536025469,p_43689,a_67681
240885,7320,1732,1,0.8647158936210357,p_43689,a_34604
241826,6901,1125,1,0.8509533144254017,p_29222,a_26923
241928,6901,2651,1,0.8698552664163741,p_29222,a_5048
243062,6398,1698,1,0.8814334818412475,p_21140,a_3341
244979,367,4179,1,0.8527875693058388,a_14300,a_7341
245896,5633,3106,1,0.860942119389451,a_98901,a_56658
245909,5633,1125,1,0.863017081464413,a_98901,a_26923
252763,7550,659,1,0.9115002056766763,p_53653,a_2144
254117,7161,659,1,0.8932699246582598,p_37450,a_2144
255275,6250,1698,1,0.8606353572649124,p_17807,a_3341
255503,6250,2651,1,0.8763006997948624,p_17807,a_5048
255834,6250,3298,1,0.855354191493376,p_17807,a_59195
256855,6353,2651,1,0.8594568462103038,p_20367,a_5048
259779,7955,3853,1,0.8511692271380632,p_67450,a_67681
263749,667,4070,1,0.8652603524347213,a_21578,a_71163
270400,6938,2188,1,0.8591169672456254,p_30,a_43207
270640,6938,1732,1,0.8620681372107792,p_30,a_34604
274112,3929,1698,1,0.8622025209634385,a_68807,a_3341
274307,3929,659,1,0.8932699246582598,a_68807,a_2144
282576,5910,3853,1,0.9601045534492867,p_12956,a_67681
282673,5910,1732,1,0.8524514625735498,p_12956,a_34604
284155,704,394,1,0.8624198451365505,a_22018,a_14586
286231,6836,3106,1,0.8717406967891225,p_27684,a_56658
286569,6836,3853,1,0.8886071552428221,p_27684,a_67681
286677,6836,3298,1,0.855354191493376,p_27684,a_59195
287560,5725,3106,1,0.8607725808470934,p_10087,a_56658
287898,5725,3853,1,0.8886071552428221,p_10087,a_67681
290424,14,1926,1,0.8549902720745789,a_100335,a_38939
291656,6824,2651,1,0.8961222876929698,p_27411,a_5048
291879,6824,3853,1,0.9601045534492867,p_27411,a_67681
293204,7053,3853,1,0.9599365257411273,p_32521,a_67681
297099,317,4070,1,0.8583138719217084,a_13694,a_71163
297106,317,2489,1,0.87634965921186,a_13694,a_47531
297473,317,4276,1,0.8568643702605789,a_13694,a_75742
298043,6470,1698,1,0.8622025209634385,p_22158,a_3341
301066,992,2489,1,0.8546741382924077,a_25278,a_47531
302228,7081,2651,1,0.8594568462103038,p_34019,a_5048
303317,7665,1698,1,0.8814334818412475,p_57163,a_3341
303443,7665,1125,1,0.8509533144254017,p_57163,a_26923
303639,7665,1926,1,0.8591169672456254,p_57163,a_38939
303876,7665,3298,1,0.8659032583654771,p_57163,a_59195
306074,1992,1125,1,0.855368068080118,a_40006,a_26923
306254,1992,380,1,0.8649666143407654,a_40006,a_14405
306986,1992,2845,1,0.8504970818939741,a_40006,a_53234
311210,1698,8119,1,0.8622025209634385,a_3341,p_71548
311216,1698,6184,1,0.8814334818412475,a_3341,p_16211
311221,1698,2715,1,0.8606353572649124,a_3341,a_51443
311243,1698,6929,1,0.8622025209634385,a_3341,p_29645
311267,1698,7484,1,0.8622025209634385,a_3341,p_51427
311279,1698,6028,1,0.8622025209634385,a_3341,p_13784
311280,1698,866,1,0.8814334818412475,a_3341,a_23791
311287,1698,7803,1,0.8622025209634385,a_3341,p_61535
311291,1698,3258,1,0.8548171607150503,a_3341,a_58622
311299,1698,5901,1,0.8814334818412475,a_3341,p_12919
311314,1698,6620,1,0.8622025209634385,a_3341,p_2412
311322,1698,2277,1,0.8814334818412475,a_3341,a_44816
311323,1698,5807,1,0.8622025209634385,a_3341,p_10958
311339,1698,7322,1,0.8814334818412475,a_3341,p_43763
311341,1698,7063,1,0.8622025209634385,a_3341,p_32704
311404,1698,7076,1,0.866236011826179,a_3341,p_33764
311428,1698,4200,1,0.8529643527440359,a_3341,a_7381
311451,1698,171,1,0.8637158384781318,a_3341,a_11442
311458,1698,1835,1,0.8622025209634385,a_3341,a_37010
311484,1698,7265,1,0.866236011826179,a_3341,p_41697
311486,1698,6518,1,0.8622025209634385,a_3341,p_22935
311492,1698,5916,1,0.8814334818412475,a_3341,p_12990
311494,1698,3596,1,0.8642011741110426,a_3341,a_63799
311500,1698,6122,1,0.866236011826179,a_3341,p_15353
311515,1698,2637,1,0.8654507397350838,a_3341,a_50034
311535,1698,3447,1,0.8856287889693027,a_3341,a_61449
311549,1698,1648,1,0.8637978454754967,a_3341,a_32575
311565,1698,6124,1,0.866236011826179,a_3341,p_15391
311570,1698,338,1,0.866236011826179,a_3341,a_13907
311588,1698,6060,1,0.8622025209634385,a_3341,p_14175
311593,1698,160,1,0.8548171607150503,a_3341,a_11300
311597,1698,3571,1,0.8814334818412475,a_3341,a_63262
311605,1698,1723,1,0.8856287889693027,a_3341,a_3410
311621,1698,1598,1,0.8704653658992184,a_3341,a_31888
311637,1698,913,1,0.8814334818412475,a_3341,a_24382
311650,1698,1948,1,0.8814334818412475,a_3341,a_39300
311668,1698,5771,1,0.8522025209634385,a_3341,p_10497
311677,1698,2522,1,0.8856287889693027,a_3341,a_48048
311684,1698,4491,1,0.866236011826179,a_3341,a_80413
311700,1698,6440,1,0.8622025209634385,a_3341,p_21893
311704,1698,6239,1,0.8622025209634385,a_3341,p_1756
311707,1698,6203,1,0.866236011826179,a_3341,p_16374
311732,1698,5894,1,0.8814334818412475,a_3341,p_12859
311756,1698,5933,1,0.8622025209634385,a_3341,p_13186
311760,1698,7286,1,0.8814334818412475,a_3341,p_425
311763,1698,6446,1,0.8630498705218312,a_3341,p_21907
311764,1698,2774,1,0.8814334818412475,a_3341,a_52291
311767,1698,6969,1,0.8622025209634385,a_3341,p_30595
311777,1698,2005,1,0.8810611613480718,a_3341,a_4033
311780,1698,7511,1,0.8668965429498801,a_3341,p_52465
311792,1698,6636,1,0.8622025209634385,a_3341,p_24431
311810,1698,6434,1,0.8856287889693027,a_3341,p_21868
311817,1698,2987,1,0.8587917213015457,a_3341,a_55229
311848,1698,5977,1,0.8650437349788657,a_3341,p_13478
311850,1698,3457,1,0.876781819272333,a_3341,a_61520
311888,1698,3537,1,0.8814334818412475,a_3341,a_62752
311901,1698,7305,1,0.8622025209634385,a_3341,p_42924
311904,1698,6386,1,0.8622025209634385,a_3341,p_2089
311907,1698,3370,1,0.8775429198932311,a_3341,a_60423
311916,1698,2121,1,0.8668965429498801,a_3341,a_41907
311937,1698,6459,1,0.8622025209634385,a_3341,p_22010
311944,1698,7150,1,0.8814334818412475,a_3341,p_36877
311948,1698,7109,1,0.8606353572649124,a_3341,p_34990
311967,1698,8595,1,0.8622025209634385,a_3341,p_88023
311979,1698,8197,1,0.8814334818412475,a_3341,p_7412
312001,1698,8299,1,0.8606353572649124,a_3341,p_7862
312011,1698,7255,1,0.8814334818412475,a_3341,p_41129
312019,1698,8591,1,0.8622025209634385,a_3341,p_87837
312020,1698,6848,1,0.8814334818412475,a_3341,p_28170
312048,1698,8642,1,0.8622025209634385,a_3341,p_89029
312064,1698,8906,1,0.8814334818412475,a_3341,p_95924
312066,1698,7418,1,0.8606353572649124,a_3341,p_47205
312083,1698,7845,1,0.8630498705218312,a_3341,p_6286
312087,1698,8160,1,0.8622025209634385,a_3341,p_72842
312099,1698,7465,1,0.8775429198932311,a_3341,p_49793
312102,1698,8698,1,0.8622025209634385,a_3341,p_90283
312106,1698,8469,1,0.8622025209634385,a_3341,p_83837
312127,1698,7042,1,0.8814334818412475,a_3341,p_32225
312134,1698,8078,1,0.8622025209634385,a_3341,p_70934
312144,1698,8256,1,0.8622025209634385,a_3341,p_76499
312158,1698,8666,1,0.8622025209634385,a_3341,p_89463
312160,1698,7855,1,0.8622025209634385,a_3341,p_63283
312163,1698,7293,1,0.8622025209634385,a_3341,p_42723
312176,1698,8957,1,0.8622025209634385,a_3341,p_9871
312184,1698,7490,1,0.8622025209634385,a_3341,p_51681
312189,1698,7514,1,0.8622025209634385,a_3341,p_52512
312192,1698,8741,1,0.8622025209634385,a_3341,p_91222
312212,1698,8753,1,0.8622025209634385,a_3341,p_91553
312217,1698,7468,1,0.8814334818412475,a_3341,p_50369
312228,1698,6392,1,0.8814334818412475,a_3341,p_20983
312230,1698,8559,1,0.8622025209634385,a_3341,p_87383
312239,1698,8689,1,0.8622025209634385,a_3341,p_90074
312243,1698,8709,1,0.8622025209634385,a_3341,p_9047
312252,1698,5828,1,0.8622025209634385,a_3341,p_113
312253,1698,8112,1,0.8622025209634385,a_3341,p_71322
312262,1698,7302,1,0.8622025209634385,a_3341,p_42884
312270,1698,7339,1,0.8606353572649124,a_3341,p_4416
312275,1698,7909,1,0.8606353572649124,a_3341,p_65459
312285,1698,7283,1,0.8814334818412475,a_3341,p_42451
312290,1698,8671,1,0.8622025209634385,a_3341,p_89526
312301,1698,7859,1,0.8622025209634385,a_3341,p_63420
312313,1698,6019,1,0.8606353572649124,a_3341,p_13717
312385,1698,8176,1,0.8814334818412475,a_3341,p_73204
312391,1698,7326,1,0.8622025209634385,a_3341,p_43912
312407,1698,7410,1,0.8622025209634385,a_3341,p_46982
312471,1698,8565,1,0.8622025209634385,a_3341,p_87495
312507,1698,8053,1,0.8622025209634385,a_3341,p_70095
312634,6008,1125,1,0.8509533144254017,p_13662,a_26923
312830,6008,1926,1,0.8591169672456254,p_13662,a_38939
315353,6941,2651,1,0.851790004870638,p_30083,a_5048
316883,6737,3853,1,0.8511692271380632,p_26072,a_67681
320460,6232,3106,1,0.855354191493376,p_17089,a_56658
323078,153,1125,1,0.8553228997594654,a_11225,a_26923
325666,7194,3106,1,0.8717406967891225,p_38841,a_56658
326004,7194,3853,1,0.8886071552428221,p_38841,a_67681
327080,8119,2651,1,0.8861222876929697,p_71548,a_5048
329675,6014,2651,1,0.8698552664163741,p_13703,a_5048
333458,1933,1125,1,0.8520471792960526,a_39037,a_26923
333560,1933,2651,1,0.8503883688404109,a_39037,a_5048
333638,1933,380,1,0.8559802211001164,a_39037,a_14405
334370,1933,2845,1,0.8587287060005632,a_39037,a_53234
334853,6184,2651,1,0.8698552664163741,p_16211,a_5048
335184,6184,3298,1,0.8659032583654771,p_16211,a_59195
